date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:09:36	18573/18573	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:33%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-financiar/por-que-o-valor-da-simulacao-e-diferente-da-parcela-final	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-financiar/por-que-o-valor-da-simulacao-e-diferente-da-parcela-final.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito)
04:09:36	17726/17726	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:28%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/qual-o-valor-da-comissao	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/qual-o-valor-da-comissao.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/o-que-preciso-para-ser-um-agente-autorizado)
04:09:36	18164/18164	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:27%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/quais-as-responsabilidades-do-agente-autorizado	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/quais-as-responsabilidades-do-agente-autorizado.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/o-que-preciso-para-ser-um-agente-autorizado)
04:09:36	0/-1	---M--	502	error ('')			https://www.dryve.com.br/a	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:38	17777/17777	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:24%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/a-dryve-faz-pagamentos-na-conta-de-terceiros	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/a-dryve-faz-pagamentos-na-conta-de-terceiros.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/o-que-preciso-para-ser-um-agente-autorizado)
04:09:39	0/-1	---M--	502	error ('')			https://www.dryve.com.br/a	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:40	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:34%20GMT	https://www.dryve.com.br/POST	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:40	0/-1	---M--	502	error ('')			https://www.dryve.com.br/schema.org	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/schema.html	(from https://www.dryve.com.br/schema.org/)
04:09:40	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:35%20GMT	https://www.dryve.com.br/signals/iwl.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:40	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:35%20GMT	https://www.dryve.com.br/b.resolvedLink	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:40	0/-1	---M--	502	error ('')			https://www.dryve.com.br/schema.org	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/schema.html	(from https://www.dryve.com.br/schema.org/)
